Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,allstar
Robin Lopez,C,34,CLE,37,2,299,48,75,0.64,2,4,0.5,46,71,0.648,0.653,14,18,0.778,23,28,51,19,2,8,25,43,112,lopezro01,0
Kevin Love,PF,34,TOT,62,20,1240,165,424,0.389,99,296,0.334,66,128,0.516,0.506,80,91,0.879,59,340,399,116,16,12,70,97,509,loveke01,0
Kyle Lowry,PG,36,MIA,55,44,1718,196,485,0.404,107,310,0.345,89,175,0.509,0.514,116,135,0.859,43,182,225,281,57,21,103,143,615,lowryky01,0
Trey Lyles,PF,27,SAC,74,0,1247,187,408,0.458,87,240,0.363,100,168,0.595,0.565,101,124,0.815,68,232,300,66,27,31,64,97,562,lylestr01,0
Théo Maledon,PG,21,CHO,44,7,854,102,254,0.402,28,95,0.295,74,159,0.465,0.457,63,74,0.851,14,109,123,152,37,12,59,61,295,maledth01,0
Sandro Mamukelashvili,C,23,TOT,43,7,660,97,230,0.422,30,99,0.303,67,131,0.511,0.487,39,57,0.684,70,115,185,62,14,12,35,52,263,mamuksa01,0
Terance Mann,SG,26,LAC,81,36,1872,272,524,0.519,77,198,0.389,195,326,0.598,0.593,92,118,0.78,77,199,276,184,42,22,80,149,713,mannte01,0
Tre Mann,PG,21,OKC,67,5,1183,197,501,0.393,81,257,0.315,116,244,0.475,0.474,42,55,0.764,27,128,155,120,40,11,62,99,517,manntr01,0
Boban Marjanović,C,34,HOU,31,0,171,41,60,0.683,0,1,0,41,59,0.695,0.683,20,27,0.741,20,40,60,9,5,2,14,10,102,marjabo01,0
Lauri Markkanen,PF,25,UTA,66,66,2273,571,1145,0.499,200,511,0.391,371,634,0.585,0.586,349,399,0.875,130,440,570,123,42,38,127,137,1691,markkla01,1
Naji Marshall,SF,25,NOP,77,21,1792,247,571,0.433,66,218,0.303,181,353,0.513,0.49,138,175,0.789,48,231,279,189,54,14,97,113,698,marshna01,0
Caleb Martin,SF,27,MIA,71,49,2077,254,548,0.464,84,236,0.356,170,312,0.545,0.54,91,113,0.805,88,256,344,117,71,31,78,145,683,martica02,0
Cody Martin,SF,27,CHO,7,0,134,14,36,0.389,3,14,0.214,11,22,0.5,0.431,4,7,0.571,8,16,24,11,4,1,2,13,35,martico01,0
KJ Martin,SF,22,HOU,82,49,2292,410,720,0.569,68,216,0.315,342,504,0.679,0.617,151,222,0.68,126,326,452,123,41,30,91,147,1039,martike04,0
Tyrese Martin,SG,23,ATL,16,0,66,9,23,0.391,1,7,0.143,8,16,0.5,0.413,2,2,1,5,7,12,2,1,0,2,2,21,martity01,0
Garrison Mathews,SG,26,TOT,54,0,686,73,201,0.363,63,180,0.35,10,21,0.476,0.52,48,53,0.906,11,62,73,26,24,5,19,62,257,mathega01,0
Bennedict Mathurin,SG,20,IND,78,17,2222,413,951,0.434,100,310,0.323,313,641,0.488,0.487,376,454,0.828,87,231,318,116,48,13,152,162,1302,mathube01,0
Wesley Matthews,SF,36,MIL,52,0,820,58,160,0.363,39,124,0.315,19,36,0.528,0.484,24,28,0.857,34,79,113,34,20,13,18,71,179,matthwe02,0
Tyrese Maxey,SG,22,PHI,60,41,2016,439,913,0.481,160,369,0.434,279,544,0.513,0.568,180,213,0.845,23,153,176,212,49,8,80,132,1218,maxeyty01,0
Skylar Mays,PG,25,POR,6,6,189,34,68,0.5,12,26,0.462,22,42,0.524,0.588,12,13,0.923,2,17,19,50,6,1,10,11,92,mayssk01,0
Miles McBride,PG,22,NYK,64,2,760,77,215,0.358,40,134,0.299,37,81,0.457,0.451,28,42,0.667,13,37,50,72,37,8,25,60,222,mcbrimi01,0
Mac McClung,SG,24,PHI,2,0,41,9,20,0.45,4,11,0.364,5,9,0.556,0.55,3,5,0.6,3,7,10,9,0,0,3,3,25,mccluma01,0
CJ McCollum,PG,31,NOP,75,75,2649,587,1344,0.437,211,543,0.389,376,801,0.469,0.515,183,238,0.769,55,273,328,429,70,38,183,153,1568,mccolcj01,0
T.J. McConnell,PG,30,IND,75,6,1526,283,521,0.543,26,59,0.441,257,462,0.556,0.568,58,68,0.853,45,189,234,397,81,10,143,105,650,mccontj01,0
Jaden McDaniels,SF,22,MIN,79,79,2416,370,716,0.517,107,269,0.398,263,447,0.588,0.591,106,144,0.736,92,215,307,148,74,76,112,272,953,mcdanja02,0
Jalen McDaniels,SF,25,TOT,80,24,1913,281,617,0.455,77,232,0.332,204,385,0.53,0.518,116,138,0.841,63,283,346,130,83,34,93,209,755,mcdanja01,0
Doug McDermott,SF,31,SAS,64,0,1314,239,523,0.457,123,298,0.413,116,225,0.516,0.575,53,70,0.757,24,115,139,91,13,6,58,118,654,mcderdo01,0
JaVale McGee,C,35,DAL,42,7,355,80,125,0.64,2,5,0.4,78,120,0.65,0.648,24,41,0.585,30,77,107,11,4,26,36,54,186,mcgeeja01,0
Bryce McGowens,SG,20,CHO,46,7,787,80,202,0.396,26,80,0.325,54,122,0.443,0.46,60,80,0.75,20,73,93,54,15,6,43,48,246,mcgowbr01,0
Rodney McGruder,SG,31,DET,32,12,524,62,152,0.408,41,97,0.423,21,55,0.382,0.543,18,22,0.818,20,54,74,28,16,1,11,39,183,mcgruro01,0
Jordan McLaughlin,PG,26,MIN,43,0,678,61,145,0.421,24,78,0.308,37,67,0.552,0.503,15,18,0.833,15,47,62,148,32,4,33,28,161,mclaujo01,0
De'Anthony Melton,SG,24,PHI,77,58,2150,277,651,0.425,157,403,0.39,120,248,0.484,0.546,69,87,0.793,69,243,312,197,126,41,102,191,780,meltode01,0
Sam Merrill,SG,26,CLE,5,0,59,9,22,0.409,5,18,0.278,4,4,1,0.523,2,2,1,0,9,9,5,4,0,0,3,25,merrisa01,0
Chimezie Metu,PF,25,SAC,66,0,689,129,219,0.589,9,38,0.237,120,181,0.663,0.61,54,73,0.74,47,151,198,40,22,21,32,81,321,metuch01,0
Khris Middleton,SF,31,MIL,33,19,801,177,406,0.436,51,162,0.315,126,244,0.516,0.499,92,102,0.902,28,112,140,163,23,5,71,68,497,middlkh01,0
Patty Mills,PG,34,BRK,40,2,567,86,209,0.411,49,134,0.366,37,75,0.493,0.529,25,30,0.833,8,36,44,56,15,3,30,32,246,millspa02,0
Shake Milton,SG,26,PHI,76,11,1567,241,503,0.479,56,148,0.378,185,355,0.521,0.535,99,116,0.853,39,152,191,240,25,13,94,123,637,miltosh01,0
Justin Minaya,SF,23,POR,4,0,89,7,23,0.304,3,12,0.25,4,11,0.364,0.37,0,1,0,3,12,15,4,2,5,4,9,17,minayju01,0
Josh Minott,SF,20,MIN,15,0,96,18,36,0.5,2,6,0.333,16,30,0.533,0.528,8,8,1,5,20,25,5,4,6,3,10,46,minotjo01,0
Davion Mitchell,PG,24,SAC,80,9,1447,181,399,0.454,63,197,0.32,118,202,0.584,0.533,25,31,0.806,16,89,105,185,44,15,62,112,450,mitchda01,0
Donovan Mitchell,SG,26,CLE,68,68,2432,679,1402,0.484,245,635,0.386,434,767,0.566,0.572,319,368,0.867,63,226,289,301,99,27,180,168,1922,mitchdo01,1
Evan Mobley,PF,21,CLE,79,79,2715,525,947,0.554,22,102,0.216,503,845,0.595,0.566,205,304,0.674,187,524,711,224,60,119,146,218,1277,mobleev01,0
Isaiah Mobley,PF,23,CLE,12,0,84,12,28,0.429,3,8,0.375,9,20,0.45,0.482,4,4,1,4,16,20,3,4,3,1,8,31,mobleis01,0
Chima Moneke,SF,27,SAC,2,0,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,2,0,2,0,2,1,0,0,2,2,2,monekch01,0
Malik Monk,SG,24,SAC,77,0,1719,357,796,0.448,143,398,0.359,214,398,0.538,0.538,184,207,0.889,32,171,203,298,49,20,146,125,1041,monkma01,0
Moses Moody,SG,20,GSW,63,3,817,108,227,0.476,49,135,0.363,59,92,0.641,0.584,37,53,0.698,28,77,105,51,18,7,34,54,302,moodymo01,0
Xavier Moon,SG,28,LAC,4,0,20,3,9,0.333,1,3,0.333,2,6,0.333,0.389,0,0,,0,3,3,5,0,0,1,2,7,moonxa01,0
Wendell Moore Jr.,SG,21,MIN,29,2,153,18,43,0.419,2,17,0.118,16,26,0.615,0.442,4,5,0.8,4,14,18,18,8,5,8,13,42,moorewe01,0
Ja Morant,PG,23,MEM,61,59,1948,566,1214,0.466,92,300,0.307,474,914,0.519,0.504,372,497,0.748,61,296,357,493,66,16,206,100,1596,moranja01,1
Marcus Morris,PF,33,LAC,65,65,1825,274,643,0.426,112,308,0.364,162,335,0.484,0.513,68,87,0.782,29,229,258,114,42,21,56,136,728,morrima03,0
Markieff Morris,PF,33,TOT,35,2,355,47,115,0.409,28,71,0.394,19,44,0.432,0.53,10,10,1,13,58,71,31,9,5,18,48,132,morrima02,0
Monte Morris,PG,27,WAS,62,61,1695,247,515,0.48,78,204,0.382,169,311,0.543,0.555,64,77,0.831,26,184,210,326,43,13,60,75,636,morrimo01,0
Trey Murphy III,SF,22,NOP,79,65,2448,387,800,0.484,202,497,0.406,185,303,0.611,0.61,172,190,0.905,59,222,281,112,89,43,61,155,1148,murphtr02,0
Dejounte Murray,SG,26,ATL,74,74,2693,612,1319,0.464,133,387,0.344,479,932,0.514,0.514,158,190,0.832,53,336,389,448,112,19,160,106,1515,murrade01,0
Jamal Murray,PG,25,DEN,65,65,2133,473,1041,0.454,172,432,0.398,301,609,0.494,0.537,180,216,0.833,48,209,257,400,66,16,145,103,1298,murraja01,0
Keegan Murray,SF,22,SAC,80,78,2382,354,782,0.453,206,501,0.411,148,281,0.527,0.584,62,81,0.765,89,282,371,98,61,42,60,162,976,murrake02,0
Mike Muscala,C,31,TOT,63,9,945,131,292,0.449,81,207,0.391,50,85,0.588,0.587,40,52,0.769,37,166,203,50,15,24,23,98,383,muscami01,0
Svi Mykhailiuk,SF,25,TOT,32,8,468,77,173,0.445,42,99,0.424,35,74,0.473,0.566,26,39,0.667,15,38,53,53,15,4,24,23,222,mykhasv01,0
Larry Nance Jr.,C,30,NOP,65,1,1381,186,305,0.61,14,42,0.333,172,263,0.654,0.633,55,79,0.696,106,248,354,119,56,37,42,133,441,nancela02,0
Andrew Nembhard,SG,23,IND,75,63,2073,284,644,0.441,92,263,0.35,192,381,0.504,0.512,49,62,0.79,35,164,199,341,70,13,126,179,709,nembhan01,0
Aaron Nesmith,SF,23,IND,73,60,1816,252,590,0.427,115,314,0.366,137,276,0.496,0.525,119,142,0.838,62,215,277,98,55,34,75,235,738,nesmiaa01,0
Raul Neto,PG,30,CLE,48,1,505,57,110,0.518,12,42,0.286,45,68,0.662,0.573,31,34,0.912,10,36,46,79,17,4,24,49,157,netora01,0
Georges Niang,PF,29,PHI,78,1,1512,222,502,0.442,154,384,0.401,68,118,0.576,0.596,39,45,0.867,19,166,185,77,30,14,54,145,637,niangge01,0
Daishen Nix,PG,20,HOU,57,7,914,81,237,0.342,40,140,0.286,41,97,0.423,0.426,24,36,0.667,18,80,98,132,31,7,86,59,226,nixda01,0
Zeke Nnaji,PF,22,DEN,53,5,728,110,196,0.561,17,65,0.262,93,131,0.71,0.605,40,62,0.645,65,73,138,18,17,23,31,105,277,nnajize01,0
Nerlens Noel,C,28,TOT,17,4,195,13,36,0.361,1,2,0.5,12,34,0.353,0.375,8,12,0.667,10,36,46,10,16,10,13,32,35,noelne01,0
Jaylen Nowell,SG,23,MIN,65,2,1252,280,625,0.448,67,232,0.289,213,393,0.542,0.502,77,99,0.778,36,134,170,132,42,5,65,101,704,nowelja01,0
Frank Ntilikina,SG,24,DAL,47,5,607,48,132,0.364,17,67,0.254,31,65,0.477,0.428,22,33,0.667,7,55,62,58,16,7,29,65,135,ntilila01,0
Kendrick Nunn,SG,27,TOT,70,2,964,191,450,0.424,79,223,0.354,112,227,0.493,0.512,35,41,0.854,15,94,109,90,28,7,66,66,496,nunnke01,0
Jusuf Nurkić,C,28,POR,52,52,1391,262,505,0.519,43,119,0.361,219,386,0.567,0.561,127,192,0.661,114,357,471,149,43,44,119,185,694,nurkiju01,0
Jordan Nwora,SF,24,TOT,62,14,1188,194,445,0.436,86,211,0.408,108,234,0.462,0.533,68,86,0.791,51,178,229,88,24,14,66,74,542,nworajo01,0
Royce O'Neale,SF,29,BRK,76,53,2409,229,593,0.386,163,419,0.389,66,174,0.379,0.524,50,69,0.725,55,329,384,283,65,49,114,239,671,onealro01,0
Chuma Okeke,SF,24,ORL,27,8,518,43,122,0.352,26,86,0.302,17,36,0.472,0.459,16,21,0.762,26,70,96,37,19,11,17,40,128,okekech01,0
Josh Okogie,SG,24,PHO,72,26,1350,162,414,0.391,66,197,0.335,96,217,0.442,0.471,139,192,0.724,109,142,251,105,56,34,63,114,529,okogijo01,0
Onyeka Okongwu,C,22,ATL,80,18,1849,317,497,0.638,4,13,0.308,313,484,0.647,0.642,153,196,0.781,217,359,576,81,56,107,81,251,791,okongon01,0
Isaac Okoro,SF,22,CLE,76,46,1652,175,354,0.494,62,171,0.363,113,183,0.617,0.582,78,103,0.757,52,135,187,87,56,30,42,158,490,okorois01,0
KZ Okpala,PF,23,SAC,35,3,248,16,38,0.421,7,21,0.333,9,17,0.529,0.513,7,8,0.875,7,27,34,13,7,7,7,39,46,okpalkz01,0
Victor Oladipo,SG,30,MIA,42,2,1106,160,403,0.397,70,212,0.33,90,191,0.471,0.484,59,79,0.747,16,112,128,146,57,12,87,99,449,oladivi01,0
Kelly Olynyk,C,31,UTA,68,68,1942,278,557,0.499,93,236,0.394,185,321,0.576,0.583,198,232,0.853,82,338,420,252,60,37,168,232,847,olynyke01,0
Eugene Omoruyi,SF,25,TOT,40,6,645,101,228,0.443,25,89,0.281,76,139,0.547,0.498,51,75,0.68,43,68,111,28,28,3,34,91,278,omorueu01,0
Cedi Osman,SF,27,CLE,77,2,1548,239,530,0.451,116,312,0.372,123,218,0.564,0.56,75,108,0.694,25,151,176,115,35,11,52,122,669,osmande01,0
Kelly Oubre Jr.,SF,27,CHO,48,40,1548,353,819,0.431,108,339,0.319,245,480,0.51,0.497,158,208,0.76,65,184,249,54,68,18,64,141,972,oubreke01,0
Chris Paul,PG,37,PHO,59,59,1889,294,668,0.44,98,261,0.375,196,407,0.482,0.513,133,160,0.831,27,224,251,524,91,22,114,126,819,paulch01,0
Cameron Payne,PG,28,PHO,48,15,968,188,453,0.415,68,185,0.368,120,268,0.448,0.49,49,64,0.766,12,94,106,214,33,8,81,88,493,payneca01,0
Gary Payton II,SG,30,TOT,22,1,367,41,69,0.594,13,26,0.5,28,43,0.651,0.688,6,7,0.857,24,45,69,30,22,5,16,43,101,paytoga02,0
Theo Pinson,SG,27,DAL,40,1,323,31,87,0.356,22,62,0.355,9,25,0.36,0.483,11,13,0.846,10,53,63,46,6,1,12,34,95,pinsoth01,0
Scotty Pippen Jr.,PG,22,LAL,6,0,32,4,12,0.333,1,3,0.333,3,9,0.333,0.375,5,9,0.556,2,2,4,2,2,1,2,3,14,pippesc02,0
Mason Plumlee,C,32,TOT,79,60,2054,329,484,0.68,0,0,,329,484,0.68,0.68,199,313,0.636,229,471,700,245,46,47,117,217,857,plumlma01,0
Jakob Poeltl,C,27,TOT,72,71,1906,389,618,0.629,0,1,0,389,617,0.63,0.629,119,201,0.592,236,417,653,197,66,86,125,195,897,poeltja01,0
Aleksej Pokusevski,PF,21,OKC,34,25,701,108,249,0.434,38,104,0.365,70,145,0.483,0.51,22,35,0.629,45,114,159,64,20,43,43,58,276,pokusal01,0
Jordan Poole,PG,23,GSW,82,43,2458,550,1278,0.43,214,637,0.336,336,641,0.524,0.514,361,415,0.87,32,193,225,369,63,21,252,214,1675,poolejo01,0
Kevin Porter Jr.,PG,22,HOU,59,59,2024,391,884,0.442,141,385,0.366,250,499,0.501,0.522,207,264,0.784,76,238,314,338,82,17,188,156,1130,porteke02,0
Michael Porter Jr.,SF,24,DEN,62,62,1798,398,817,0.487,188,454,0.414,210,363,0.579,0.602,96,120,0.8,64,277,341,65,37,29,68,119,1080,portemi01,0
Otto Porter Jr.,SF,29,TOR,8,2,146,15,30,0.5,6,17,0.353,9,13,0.692,0.6,8,8,1,6,13,19,8,11,0,4,7,44,porteot01,0
Bobby Portis,PF,27,MIL,70,22,1818,398,803,0.496,95,257,0.37,303,546,0.555,0.555,96,125,0.768,154,518,672,105,29,16,81,115,987,portibo01,0
Kristaps Porziņģis,C,27,WAS,65,65,2120,507,1018,0.498,137,356,0.385,370,662,0.559,0.565,354,416,0.851,114,432,546,174,58,100,137,196,1505,porzikr01,0
Micah Potter,PF,24,UTA,7,0,52,10,15,0.667,4,7,0.571,6,8,0.75,0.8,0,0,,3,13,16,4,1,0,2,5,24,pottemi01,0
Dwight Powell,C,31,DAL,76,64,1458,197,269,0.732,0,5,0,197,264,0.746,0.732,112,168,0.667,149,165,314,69,48,26,65,209,506,poweldw01,0
Norman Powell,SG,29,LAC,60,8,1567,340,710,0.479,114,287,0.397,226,423,0.534,0.559,225,277,0.812,24,151,175,109,50,18,101,125,1019,powelno01,0
Jason Preston,PG,23,LAC,14,0,124,18,41,0.439,5,18,0.278,13,23,0.565,0.5,0,2,0,2,20,22,27,2,0,10,7,41,prestja01,0
Joshua Primo,SG,20,SAS,4,0,93,9,26,0.346,3,12,0.25,6,14,0.429,0.404,7,9,0.778,2,11,13,18,1,2,11,8,28,primojo01,0
Taurean Prince,PF,28,MIN,54,4,1192,177,379,0.467,74,194,0.381,103,185,0.557,0.565,65,77,0.844,15,117,132,84,28,15,69,123,493,princta02,0
Payton Pritchard,PG,25,BOS,48,3,643,101,245,0.412,56,154,0.364,45,91,0.495,0.527,12,16,0.75,25,63,88,64,14,1,40,37,270,pritcpa01,0
Trevelin Queen,SG,25,IND,7,0,70,7,29,0.241,2,15,0.133,5,14,0.357,0.276,5,5,1,8,9,17,6,2,5,7,4,21,queentr01,0
Neemias Queta,C,23,SAC,5,0,29,6,9,0.667,0,0,,6,9,0.667,0.667,0,2,0,5,6,11,1,0,2,1,7,12,quetane01,0
Immanuel Quickley,SG,23,NYK,81,21,2344,419,936,0.448,168,454,0.37,251,482,0.521,0.537,203,248,0.819,58,279,337,279,80,14,100,166,1209,quickim01,0
Lester Quinones,SG,22,GSW,4,0,18,2,5,0.4,2,4,0.5,0,1,0,0.6,4,6,0.667,1,2,3,2,1,0,5,0,10,quinole01,0
Julius Randle,PF,28,NYK,77,77,2737,658,1432,0.459,218,636,0.343,440,796,0.553,0.536,402,531,0.757,141,626,767,316,49,21,216,233,1936,randlju01,1
Austin Reaves,SG,24,LAL,64,22,1843,259,490,0.529,86,216,0.398,173,274,0.631,0.616,229,265,0.864,33,160,193,215,33,19,99,108,833,reaveau01,0
Cam Reddish,SF,23,TOT,40,20,990,139,312,0.446,45,144,0.313,94,168,0.56,0.518,64,75,0.853,18,70,88,57,39,14,47,72,387,reddica01,0
Davon Reed,SG,27,TOT,43,1,342,28,84,0.333,17,46,0.37,11,38,0.289,0.435,16,24,0.667,10,49,59,23,15,4,20,39,89,reedda01,0
Paul Reed,C,23,PHI,69,2,755,124,209,0.593,1,6,0.167,123,203,0.606,0.596,38,51,0.745,112,150,262,27,46,51,45,123,287,reedpa01,0
Naz Reid,C,23,MIN,68,11,1251,310,577,0.537,75,217,0.346,235,360,0.653,0.602,86,127,0.677,73,260,333,77,42,53,92,176,781,reidna01,0
Jared Rhoden,SG,23,DET,14,0,198,17,44,0.386,5,20,0.25,12,24,0.5,0.443,6,6,1,11,26,37,4,4,1,3,23,45,rhodeja01,0
Nick Richards,C,25,CHO,65,9,1217,197,313,0.629,1,1,1,196,312,0.628,0.631,137,183,0.749,147,269,416,38,11,71,59,154,532,richani01,0
Josh Richardson,SG,29,TOT,65,10,1530,239,554,0.431,107,293,0.365,132,261,0.506,0.528,69,81,0.852,41,134,175,174,69,20,86,117,654,richajo01,0
Austin Rivers,SG,30,MIN,52,10,1016,91,209,0.435,43,123,0.35,48,86,0.558,0.538,30,39,0.769,5,78,83,75,28,4,23,80,255,riverau01,0
Duncan Robinson,SF,28,MIA,42,1,691,88,237,0.371,63,192,0.328,25,45,0.556,0.504,29,32,0.906,8,61,69,46,14,0,28,77,268,robindu01,0
Mitchell Robinson,C,24,NYK,59,58,1591,188,280,0.671,0,0,,188,280,0.671,0.671,59,122,0.484,267,288,555,53,56,109,41,160,435,robinmi01,0
Orlando Robinson,C,22,MIA,31,1,425,47,89,0.528,0,6,0,47,83,0.566,0.528,22,31,0.71,48,78,126,25,12,12,16,53,116,robinor01,0
Jeremiah Robinson-Earl,PF,22,OKC,43,20,814,110,248,0.444,37,111,0.333,73,137,0.533,0.518,35,42,0.833,71,109,180,43,24,11,19,71,292,robinje02,0
Isaiah Roby,PF,24,SAS,42,2,474,67,155,0.432,18,60,0.3,49,95,0.516,0.49,20,41,0.488,21,86,107,38,18,7,31,53,172,robyis01,0
David Roddy,PF,21,MEM,70,4,1258,180,420,0.429,65,212,0.307,115,208,0.553,0.506,41,65,0.631,50,143,193,59,29,19,57,107,466,roddyda01,0
Ryan Rollins,PG,20,GSW,12,0,62,7,20,0.35,3,9,0.333,4,11,0.364,0.425,6,6,1,3,9,12,6,1,1,16,10,23,rolliry01,0
Derrick Rose,PG,34,NYK,27,0,338,61,159,0.384,19,63,0.302,42,96,0.438,0.443,11,12,0.917,8,32,40,46,7,5,22,18,152,rosede01,0
Terrence Ross,SG,31,TOT,63,9,1330,200,465,0.43,95,258,0.368,105,207,0.507,0.532,27,34,0.794,22,132,154,95,35,10,43,97,522,rosste01,0
Terry Rozier,SG,28,CHO,63,63,2221,493,1188,0.415,165,505,0.327,328,683,0.48,0.484,178,220,0.809,51,208,259,319,74,16,134,119,1329,roziete01,0
Ricky Rubio,PG,32,CLE,33,2,566,61,178,0.343,21,82,0.256,40,96,0.417,0.402,28,35,0.8,9,61,70,115,26,6,31,51,171,rubiori01,0
D'Angelo Russell,PG,26,TOT,71,71,2304,445,948,0.469,194,490,0.396,251,458,0.548,0.572,179,216,0.829,35,180,215,437,70,29,186,140,1263,russeda01,0
Matt Ryan,SF,25,TOT,34,0,310,40,108,0.37,32,84,0.381,8,24,0.333,0.519,10,12,0.833,4,22,26,16,5,1,7,27,122,ryanma01,0
Domantas Sabonis,C,26,SAC,79,79,2736,577,938,0.615,31,83,0.373,546,855,0.639,0.632,325,438,0.742,251,722,973,573,65,39,230,279,1510,sabondo01,1
Luka Šamanić,PF,23,UTA,7,4,161,26,57,0.456,8,31,0.258,18,26,0.692,0.526,9,13,0.692,0,30,30,15,6,2,10,17,69,samanlu01,0
Dario Šarić,PF-C,28,TOT,57,12,806,127,277,0.458,45,115,0.391,82,162,0.506,0.54,63,76,0.829,53,154,207,74,20,7,55,99,362,saricda01,0
Olivier Sarr,C,23,OKC,9,1,114,15,30,0.5,1,8,0.125,14,22,0.636,0.517,5,7,0.714,12,19,31,4,1,5,4,17,36,sarrol01,0
Jordan Schakel,SF,24,WAS,2,0,6,1,2,0.5,1,1,1,0,1,0,0.75,0,0,,0,0,0,1,1,0,0,1,3,schakjo01,0
Admiral Schofield,PF,25,ORL,37,0,451,55,122,0.451,24,74,0.324,31,48,0.646,0.549,21,23,0.913,23,39,62,31,8,5,16,61,155,schofad01,0
Dennis Schröder,PG,29,LAL,66,50,1986,270,650,0.415,74,225,0.329,196,425,0.461,0.472,216,252,0.857,21,144,165,298,50,10,112,145,830,schrode01,0
Jay Scrubb,SG,22,ORL,2,0,30,5,7,0.714,2,2,1,3,5,0.6,0.857,1,2,0.5,0,6,6,1,2,0,3,2,13,scrubja01,0
Dereon Seabron,SG,22,NOP,5,0,12,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,1,0,1,0,0,0,0,1,4,seabrde01,0
Alperen Sengun,C,20,HOU,75,72,2171,442,799,0.553,19,57,0.333,423,742,0.57,0.565,206,288,0.715,242,436,678,291,70,70,193,258,1109,sengual01,0
Collin Sexton,PG,24,UTA,48,15,1145,237,468,0.506,48,122,0.393,189,346,0.546,0.558,163,199,0.819,37,68,105,138,27,6,85,112,685,sextoco01,0
Landry Shamet,SG,25,PHO,40,9,807,113,300,0.377,75,199,0.377,38,101,0.376,0.502,45,51,0.882,11,56,67,93,26,5,36,61,346,shamela01,0
Day'Ron Sharpe,C,21,BRK,48,3,552,93,171,0.544,6,11,0.545,87,160,0.544,0.561,35,55,0.636,99,101,200,37,15,32,42,89,227,sharpda01,0
Shaedon Sharpe,SG,19,POR,80,15,1779,306,648,0.472,102,283,0.36,204,365,0.559,0.551,75,105,0.714,63,173,236,94,38,24,83,136,789,sharpsh01,0
Pascal Siakam,PF,28,TOR,71,71,2652,630,1313,0.48,93,287,0.324,537,1026,0.523,0.515,367,474,0.774,131,425,556,415,65,36,169,228,1720,siakapa01,1
Chris Silva,PF,26,DAL,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,2,2,silvach01,0
Ben Simmons,PG,26,BRK,42,33,1105,133,235,0.566,0,2,0,133,233,0.571,0.566,25,57,0.439,40,223,263,256,54,24,97,139,291,simmobe01,0
Kobi Simmons,SG,25,CHO,5,0,28,1,6,0.167,1,5,0.2,0,1,0,0.25,2,2,1,1,3,4,5,0,2,1,0,5,simmoko01,0
Marko Simonovic,C,23,CHI,7,0,20,2,7,0.286,1,4,0.25,1,3,0.333,0.357,1,2,0.5,1,1,2,0,0,0,0,5,6,simonma01,0
Anfernee Simons,SG,23,POR,62,62,2171,467,1045,0.447,212,562,0.377,255,483,0.528,0.548,160,179,0.894,18,143,161,253,42,14,128,142,1306,simonan01,0
Jericho Sims,C,24,NYK,52,16,812,83,107,0.776,0,1,0,83,106,0.783,0.776,12,16,0.75,99,143,242,25,15,28,27,96,178,simsje01,0
Marcus Smart,PG,28,BOS,61,61,1957,250,602,0.415,115,342,0.336,135,260,0.519,0.511,88,118,0.746,46,145,191,382,93,23,143,172,703,smartma01,0
Dennis Smith Jr.,PG,25,CHO,54,15,1390,186,452,0.412,24,111,0.216,162,341,0.475,0.438,78,106,0.736,27,140,167,261,75,25,82,122,474,smithde03,0
Dru Smith,SG,25,TOT,15,1,158,18,45,0.4,5,19,0.263,13,26,0.5,0.456,3,3,1,2,22,24,22,10,4,3,23,44,smithdr01,0
Ish Smith,PG,34,DEN,43,0,398,52,131,0.397,2,12,0.167,50,119,0.42,0.405,2,4,0.5,5,49,54,100,8,7,44,33,108,smithis01,0
Jabari Smith Jr.,PF,19,HOU,79,79,2451,364,892,0.408,120,391,0.307,244,501,0.487,0.475,162,206,0.786,122,447,569,101,43,74,104,227,1010,smithja05,0
Jalen Smith,C,22,IND,68,31,1279,242,508,0.476,54,191,0.283,188,317,0.593,0.53,104,137,0.759,129,265,394,66,21,60,72,153,642,smithja04,0
Xavier Sneed,SF,25,CHO,4,0,48,5,10,0.5,3,6,0.5,2,4,0.5,0.65,4,4,1,0,5,5,5,0,1,3,7,17,sneedxa01,0
Jeremy Sochan,PF,19,SAS,56,53,1458,250,552,0.453,33,134,0.246,217,418,0.519,0.483,81,116,0.698,95,200,295,142,43,23,97,138,614,sochaje01,0
Jaden Springer,SG,20,PHI,16,2,89,17,35,0.486,2,5,0.4,15,30,0.5,0.514,6,8,0.75,6,8,14,8,7,3,3,15,42,sprinja01,0
Lamar Stevens,SF,25,CLE,62,25,1120,129,288,0.448,30,95,0.316,99,193,0.513,0.5,40,57,0.702,48,159,207,33,27,19,27,79,328,stevela01,0
Isaiah Stewart,C,21,DET,50,47,1414,195,441,0.442,67,205,0.327,128,236,0.542,0.518,110,149,0.738,115,288,403,70,20,34,68,133,567,stewais01,0
